group,n,tau,held_out_miss,within_miss,gap
voice_conversion,30588,-9.9375,0.1979861383549104,0.05302733097946907,0.14798613835491042
neural_tts,61611,-8.0,0.025482462547272402,0.05047717977017464,-0.0245175374527276
concatenative_tts,10390,-8.453125,0.0052935514918190565,0.05409047160731473,-0.044706448508180945
hybrid_tts_vc,30771,-8.015625,0.0019498878814468168,0.048355647991680746,-0.04805011211855319
